filename,title,url,equipment,fitness_goal,workout_type,gender,training_level,days_per_week
workouts__the-metabolic-circuit.html__107476eb63.html,The Metabolic Circuit | Muscle & Strength,https://www.muscleandstrength.com/workouts/the-metabolic-circuit.html,home / small gym,fat loss,full body,both,intermediate,3
workouts__the-next-step-phase-2-intermediate-workout__35165c6e5d.html,The Next Step: Phase 2 of the Intermediate Mass Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/the-next-step-phase-2-intermediate-workout,fully equipped gym,muscle building,full body,men,intermediate,3
workouts__the-power-pump-routine__941faf6be8.html,The Power Pump Routine | Muscle & Strength,https://www.muscleandstrength.com/workouts/the-power-pump-routine,fully equipped gym,muscle building,split,both,intermediate,3
workouts__three-30-minute-fat-burning-workouts__f4ed7ed804.html,Three 30 Minute Fat Burning Weekly Workouts,https://www.muscleandstrength.com/workouts/three-30-minute-fat-burning-workouts,fully equipped gym,fat loss,full body,both,beginner,3
workouts__total-body-torcher__38caf7ae00.html,Total Body Torcher: 8 Week Full Body Fat Loss Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/total-body-torcher,home / small gym,fat loss,full body,both,beginner,3
workouts__total-package-workout__3bc37ed96a.html,The Total Package: A Full Body Strength & Hypertrophy Workout,https://www.muscleandstrength.com/workouts/total-package-workout,fully equipped gym,muscle building,full body,both,intermediate,3
workouts__troys-3-day-maintenance-workout.html__6a9eb77424.html,Troy's 3 Day Maintenance Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/troys-3-day-maintenance-workout.html,fully equipped gym,muscle building,split,both,intermediate,3
workouts__weekend-warrior__cd0dc242a7.html,The Weekend Warrior Workout,https://www.muscleandstrength.com/workouts/weekend-warrior,home / small gym,muscle building,full body,both,beginner,3
workouts__womens-3-day-glute-workout__b558fa493f.html,Women's 3-Day Glute Building Workout | Muscle & Strength,https://www.muscleandstrength.com/workouts/womens-3-day-glute-workout,home / small gym,muscle building,full body,women,beginner,3
workouts__womens-fitness-trainer-6-week-strength-workout__2fcec88f33.html,Women’s Fitness Trainer: 6 Week Women's Workout for Strength,https://www.muscleandstrength.com/workouts/womens-fitness-trainer-6-week-strength-workout,fully equipped gym,strength,full body,women,beginner,3
